Id,Label,Classes,Group
585,moreto_HastaFin_MORETIANOS,moreto,26
586,moreto_HijoObediente_MORETIANOS,moreto,26
587,moreto_IndustriasFinezas_BVC,moreto,26
588,moreto_jueces_castilla_BVC,moreto,26
589,moreto_licenciado_vidriera_BVC,moreto,26
590,moreto_loque_puede_aprehension_BVC,moreto,26
591,moreto_masIlustreFrances_SanBernardo_MORETIANOS,moreto,26
592,moreto_mayor_imposible_BVC,moreto,26
593,moreto_mejor_amigo_rey_BVC,moreto,26
594,moreto_MerecerParaAlcanzar_MORETIANOS,moreto,26
595,moreto_milagrosa_eleccion_BVC,moreto,26
596,moreto_MismaConciencia_MORETIANOS,moreto,26
597,moreto_MismaConcienciaAcusa_BVC,moreto,26
598,moreto_NoPuedeSerGuardarUnaMujer_C6026_CANON,moreto,26
599,moreto_ocasion_ladron_BVC,moreto,26
600,moreto_parecido_corte_BVC,moreto,26
601,moreto_Parecido_MORETIANOS,moreto,26
602,moreto_poder_amistad_BVC,moreto,26
603,moreto_primero_honra_BVC,moreto,26
604,moreto_secreto_amigos_BVC,moreto,26
605,moreto_TodoEnredosAmor_BVC,moreto,26
606,moreto_traicion_vengada_BVC,moreto,26
607,moreto_trampa_adelante_BVC,moreto,26
608,moreto_travesuras_pantoja_BVC,moreto,26
609,moreto_valiente_justiciero_BVC,moreto,26
610,moreto_yo_vos_otro_BVC,moreto,26
611,Quevedo_ComoHaDeSerUnPrivado_BIADIG,Quevedo,27
612,rey_LosAmantes_C6027_CANON,rey,28
613,rojas_AbrirElOjo_C6028_CANON,rojas,29
614,rojas_agravios_celos_BVC,rojas,29
615,rojas_amigo_amigo_BVC,rojas,29
616,rojas_aspides_cleopatra_BVC,rojas,29
617,rojas_bandos_verona_BVC,rojas,29
618,rojas_cain_cataluna_BVC,rojas,29
619,rojas_casarse_vengarse_BVC,rojas,29
620,rojas_COLAB_afrenta_veneno_BVC,rojas,29
621,rojas_COLAB_blasones_espana_BVC,rojas,29
622,rojas_COLAB_catalan_serranllonga_BVC,rojas,29
623,rojas_DelReyAbajoNinguno_C6029_CANON,rojas,29
624,rojas_desafio_carlos_BVC,rojas,29
625,rojas_diego_noche_BVC,rojas,29
626,rojas_EntreBobosAndaElJuego_C6030_CANON,rojas,29
627,rojas_esmeralda_amor_BVC,rojas,29
628,rojas_hermosura_desdicha_BVC,rojas,29
629,rojas_hidalga_hermosura_BVC,rojas,29
630,rojas_honra_amistad_BVC,rojas,29
631,rojas_impoprio_verdugo_BVC,rojas,29
632,rojas_isabel_portugal_BVC,rojas,29
633,rojas_LoQueSonLasMujeres_C6031_CANON,rojas,29
634,rojas_morir_matar_BVC,rojas,29
635,rojas_obligados_ofendidos_BVC,rojas,29
636,rojas_padre_rey_BVC,rojas,29
637,rojas_pedro_miago_BVC,rojas,29
638,rojas_peligrar_remedios_BVC,rojas,29
639,rojas_Persiles_JL,rojas,29
640,rojas_primero_honra_BVC,rojas,29
641,rojas_progne_filomena_BVC,rojas,29
642,rojas_queria_marques_BVC,rojas,29
643,rojas_senora_atocha_BVC,rojas,29
644,rojas_traicion_castigo_BVC,rojas,29
645,rojas_vida_ataud_BVC,rojas,29
646,romanceroViejo_BVC,romanceroViejo,30
647,solis_Amazonas_TESO_normalized,solis,31
648,solis_AmorAlUso_TESO_normalized,solis,31
649,solis_AmpararEnemigo_TESO_normalized,solis,31
650,solis_BoboHaceCiento_TESO_normalized,solis,31
651,solis_DoctorCarlino_TESO_normalized,solis,31
652,solis_ElAmorAlUso_C6034_CANON,solis,31
653,Solis_Euridice_CH,Solis,32
654,solis_EuridiceOrfeo_TESO_normalized,solis,31
655,solis_GitanillaMadrid_TESO_normalized,solis,31
656,solis_TriunfosAmorFortuna_TESO_normalized,solis,31
657,sorjuana_LosEmpenosDeUnaCasa_C6035_CANON,sorjuana,33
658,tarrega_ElPradoDeValencia_C6036_CANON,tarrega,34
659,tirso_amar_razonestado_COMED,tirso,35
660,tirso_amar_senas_COMED,tirso,35
661,tirso_amazonas_indias_COMED,tirso,35
662,tirso_amor_celos_COMED,tirso,35
663,tirso_amor_medico_COMED,tirso,35
664,tirso_amor_peligros_COMED,tirso,35
665,tirso_antona_garcia_COMED,tirso,35
666,tirso_aquiles_COMED,tirso,35
667,tirso_arbo_fruto_COMED,tirso,35
668,tirso_AUT_hermanos_parecidos_COMED,tirso,35
669,tirso_averiguelo_vargas_COMED,tirso,35
670,tirso_balcones__madrid_2_COMED,tirso,35
671,tirso_balcones_madrid_COMED,tirso,35
672,tirso_beatriz_silva_COMED,tirso,35
673,tirso_bellaco_sois_COMED,tirso,35
674,tirso_caballero_gracia_COMED,tirso,35
675,tirso_castigo_penseque_COMED,tirso,35
676,tirso_celos_celos_COMED,tirso,35
677,tirso_celosa_desimisma_COMED,tirso,35
678,tirso_celoso_prudente_COMED,tirso,35
679,tirso_cobarda_valiente_COMED,tirso,35
680,tirso_colmenero_divino_COMED,tirso,35
681,tirso_como_amigos_COMED,tirso,35
682,tirso_dama_olivar_COMED,tirso,35
683,tirso_DonGilDeLasCalzasVerdes_C6038_CANON,tirso,35
684,tirso_ElBurladorDeSevilla_C6039_CANON,tirso,35
685,tirso_ElCondenadoPorDesconfiado_C6037_CANON,tirso,35
686,tirso_eleccion_virtud_COMED,tirso,35
687,tirso_ElVergonzosoEnPalacio_C6041_CANON,tirso,35
688,tirso_enemigo_consejo_COMED,tirso,35
689,tirso_escarmientos_cuerdo_COMED,tirso,35
690,tirso_fingida_arcadia_COMED,tirso,35
691,tirso_gallera_marihernandez_COMED,tirso,35
692,tirso_habladme_entrando_COMED,tirso,35
693,tirso_honroso_atrevimiento_COMED,tirso,35
694,tirso_huerta_san_fernandez_COMED,tirso,35
695,tirso_joyas_montanas_COMED,tirso,35
696,tirso_laberinto_creta_COMED,tirso,35
697,tirso_lagos_vicente_COMED,tirso,35
698,tirso_lealtad_envidia_COMED,tirso,35
699,tirso_lodemas_lodemenos_COMED,tirso,35
700,tirso_madrina_cielo_COMED,tirso,35
701,tirso_MartaLaPiadosa_C6040_CANON,tirso,35
702,tirso_mayor_desengano_COMED,tirso,35
703,tirso_mejor_espigadera_COMED,tirso,35
704,tirso_melancolico_COMED,tirso,35
705,tirso_mujer_manda_COMED,tirso,35
706,tirso_ninfa_cielo_COMED,tirso,35
707,tirso_palabras_plumas_COMED,tirso,35
708,tirso_pretendiente_alreves_COMED,tirso,35
709,tirso_quiencalla_otorga_COMED,tirso,35
710,tirso_quiendaluego_dadosveces_COMED,tirso,35
711,tirso_quiennocae_nolevanta_COMED,tirso,35
712,tirso_quinas_portugal_COMED,tirso,35
713,tirso_republica_alreves_COMED,tirso,35
714,tirso_romera_santiago_COMED,tirso,35
715,tirso_santajuana_1parte_COMED,tirso,35
716,tirso_santajuana_2parte_COMED,tirso,35
717,tirso_santajuana_3parte_COMED,tirso,35
718,tirso_santo_sastre_COMED,tirso,35
719,tirso_todoesdar_enunacosa_COMED,tirso,35
720,tirso_toledo_madrid_COMED,tirso,35
721,tirso_venganza_tamar_COMED,tirso,35
722,tirso_ventura_dios_COMED,tirso,35
723,tirso_vida_herodes_COMED,tirso,35
724,tirso_villana_sagra_COMED,tirso,35
725,tirso_villana_vallecas_COMED,tirso,35
726,velez_LaSerranaDeLaVera_C6058_CANON,velez,36
727,velez_ReinarDespuesDeMorir_C6057_CANON,velez,36
728,virues_LaGranSemiramis_C6059_CANON,virues,37
729,virues_monserrate_BVC,virues,37
730,zamora_AmarSaberVencer_TESO_normalized,zamora,38
731,zamora_AspidesBasiliscos_TESO_normalized,zamora,38
732,zamora_CadaUnoLinajeAparte_TESO_normalized,zamora,38
733,zamora_CustodioHungria_TESO_normalized,zamora,38
734,zamora_DuendesSonAlcahuetes_TESO_normalized,zamora,38
735,zamora_DuendesSonAlcahuetesEspirituFoleto_TESO_normalized,zamora,38
736,zamora_HechizadoFuerza_TESO_normalized,zamora,38
737,zamora_JudasIscariote_TESO_normalized,zamora,38
738,zamora_LuceroDeMadrid_TESO_normalized,zamora,38
739,zamora_MazariegosMonsalves_TESO_normalized,zamora,38
740,zamora_NoHayDeudaQueNoSePague_TESO_normalized,zamora,38
741,zamora_OirMisaDarCebada_TESO_normalized,zamora,38
742,zamora_PoncellaOrleans_TESO_normalized,zamora,38
743,zamora_SerFinoNoParecerlo_TESO_normalized,zamora,38
744,zamora_SiempreHayQueEnvidiar_TESO_normalized,zamora,38
745,zamora_TodoVenceAmor_TESO_normalized,zamora,38
746,zamora_VientoDichaAmor_TESO_normalized,zamora,38
747,zayas_LaTraicionEnLaAmistad_C6060_CANON,zayas,39
